time,cpu_limit,cpu_usage,n,c,ram_limit_mb,ram_usage_mb,lat50_ms,lat66_ms,lat75_ms,lat80_ms,lat90_ms,lat95_ms,lat98_ms,lat99_ms,lat100_ms,t_norm,sin_day,cos_day,is_gap,time_since_last_obs,time_to_next_obs
1647426506,2.0,0.01790559,400,1,896.0,30.969856,133.0,142.0,148.0,152.0,165.0,176.0,196.0,199.0,227.0,0.0057450754700858996,0.3889899650530443,-0.9212419916004868,0.0,0.0,0.0
1647426511,2.0,0.018364389999999998,400,1,640.0,34.287616,151.0,157.0,162.0,163.0,170.0,176.0,190.0,199.0,213.0,0.005770207033822058,0.3886549662896358,-0.9213833714466536,0.0,0.0,0.0
1647426514,2.0,0.01800507,400,1,256.0,31.29344,134.0,146.0,150.0,155.0,164.0,178.0,195.0,209.0,229.0,0.0057852859720637535,0.3884539423880834,-0.9214681408725728,0.0,0.0,0.0
1647426533,2.0,0.01844752,400,1,384.0,34.709504,139.0,149.0,157.0,161.0,171.0,179.0,194.0,208.0,248.0,0.005880785914261158,0.3871803619428677,-0.9220039952873252,0.0,0.0,0.0
1647426622,2.0,0.016232299999999998,400,11,512.0,31.199232,3013.0,3099.0,3155.0,3198.0,3264.0,3311.0,3378.0,3410.0,3474.0,0.006328127748764784,0.3812048420786184,-0.9244905993982933,0.0,0.0,0.0
1647426623,2.0,0.01631567,400,11,1024.0,32.022528,2990.0,3040.0,3093.0,3122.0,3197.0,3248.0,3292.0,3311.0,3388.0,0.006333154061512016,0.3811376102355393,-0.924518318944488,0.0,0.0,0.0
1647426624,2.0,0.01587729,400,11,768.0,31.531008,3000.0,3049.0,3098.0,3118.0,3184.0,3256.0,3311.0,3389.0,3571.0,0.006338180374259247,0.3810703763499085,-0.9245460336124638,0.0,0.0,0.0
1647426625,2.0,0.01566898,400,11,128.0,32.4608,3018.0,3095.0,3143.0,3171.0,3213.0,3280.0,3322.0,3366.0,3488.0,0.006343206687006479,0.3810031404489877,-0.9245737433909796,0.0,0.0,0.0
1647426630,2.0,0.016293619999999998,400,11,640.0,31.670272,2993.0,3058.0,3099.0,3122.0,3210.0,3286.0,3588.0,3725.0,3876.0,0.006368338250742638,0.3806669307813045,-0.924712218914372,0.0,0.0,0.0
1647426635,2.0,0.016911529999999998,400,11,256.0,32.219136,2998.0,3089.0,3144.0,3182.0,3299.0,3584.0,3757.0,3874.0,3973.0,0.006393469814478797,0.3803306707712702,-0.9248505721848669,0.0,0.0,0.0
1647426654,2.0,0.01638128,400,11,384.0,33.394688,2989.0,3082.0,3149.0,3186.0,3325.0,3636.0,3743.0,3813.0,3903.0,0.0064889697566762,0.3790524245256415,-0.9253751992901219,0.0,0.0,0.0
1647426741,2.0,0.01683045,400,21,512.0,34.062336,5685.0,5790.0,5853.0,5923.0,6102.0,6316.0,6520.0,6801.0,7071.0,0.006926258965685363,0.3731901961739046,-0.9277548585050269,0.0,0.0,0.0
1647426743,2.0,0.01736689,400,21,1024.0,32.718848,5693.0,5854.0,5968.0,6022.0,6144.0,6255.0,6407.0,6545.0,6760.0,0.006936311591179826,0.37305525574925913,-0.9278091270071959,0.0,0.0,0.0
1647426746,2.0,0.016361090000000002,400,21,896.0,32.288768,5757.0,5876.0,5967.0,6002.0,6165.0,6265.0,6402.0,6492.0,6519.0,0.006951390529421521,0.3728528303231719,-0.9278904929570083,0.0,0.0,0.0
1647426752,2.0,0.01633811,400,21,640.0,32.50176,5736.0,5870.0,5988.0,6051.0,6204.0,6534.0,7251.0,7374.0,7411.0,0.006981548405904912,0.3724479262411963,-0.9280530923598241,0.0,0.0,0.0
1647426757,2.0,0.016294509999999998,400,21,256.0,32.333824,5771.0,5926.0,6002.0,6093.0,6318.0,7372.0,7758.0,7879.0,8119.0,0.007006679969641071,0.37211045201215126,-0.9281884568897162,0.0,0.0,0.0
1647426775,2.0,0.01579813,400,21,384.0,32.825344,5747.0,5944.0,6104.0,6187.0,6451.0,7241.0,7767.0,7976.0,8193.0,0.007097153599091243,0.370895137705593,-0.9286747529820918,0.0,0.0,0.0
1647426860,2.0,0.01854313,400,31,512.0,32.600064,8362.0,8506.0,8608.0,8671.0,8896.0,9108.0,9341.0,9747.0,10143.0,0.007524390182605942,0.36514760206555213,-0.9309496381146389,0.0,0.0,0.0
1647426862,2.0,0.01850932,400,31,1024.0,33.599488,8351.0,8500.0,8610.0,8665.0,8817.0,9073.0,9343.0,9478.0,9729.0,0.007534442808100406,0.36501219705055615,-0.9310027368404058,0.0,0.0,0.0
1647426865,2.0,0.01845513,400,31,896.0,33.284096,8349.0,8488.0,8570.0,8635.0,8786.0,8995.0,9205.0,9491.0,9761.0,0.007549521746342101,0.3648090750783078,-0.9310823479910408,0.0,0.0,0.0
1647426874,2.0,0.01849641,400,31,640.0,33.533952,8474.0,8597.0,8690.0,8749.0,9202.0,10334.0,11185.0,11303.0,11767.0,0.007594758561067187,0.3641996050320437,-0.9313209155250962,0.0,0.0,0.0
1647426880,2.0,0.01850259,400,31,256.0,33.800192,8473.0,8631.0,8749.0,8890.0,9283.0,11132.0,11816.0,11891.0,12047.0,0.007624916437550577,0.36379320496963946,-0.9314797389197029,0.0,0.0,0.0
1647426898,2.0,0.01852656,400,31,384.0,32.997376,8279.0,8539.0,9039.0,9502.0,10384.0,10842.0,11308.0,11755.0,12131.0,0.007715390067000749,0.36257358951188257,-0.9319551449444704,0.0,0.0,0.0
1647426981,2.0,0.01854313,400,41,512.0,33.632256,11127.0,11374.0,11571.0,11747.0,13172.0,13400.0,13932.0,14076.0,14498.0,0.008132574025020985,0.3569418026250061,-0.9341266239321151,0.0,0.0,0.0
1647426983,2.0,0.01850025,400,41,768.0,33.808384,11202.0,11427.0,11614.0,11727.0,12488.0,13123.0,13764.0,14189.0,14746.0,0.008142626650515449,0.3568059356500778,-0.9341785291285989,0.0,0.0,0.0
1647426985,2.0,0.018501160000000003,400,41,896.0,33.779712,11191.0,11363.0,11536.0,11639.0,12300.0,12914.0,13085.0,13424.0,14330.0,0.008152679276009912,0.3566700611000927,-0.9342304145738652,0.0,0.0,0.0
1647426987,2.0,0.01849043,400,41,128.0,33.947648,11228.0,11417.0,11541.0,11639.0,12152.0,12711.0,13329.0,13855.0,14455.0,0.008162731901504376,0.3565341790323029,-0.9342822802460516,0.0,0.0,0.0
1647426996,2.0,0.018521410000000002,400,41,640.0,34.803712,11233.0,11404.0,11536.0,11595.0,11863.0,12017.0,12326.0,12531.0,12786.0,0.00820796871622946,0.35592261639423994,-0.9345154311936634,0.0,0.0,0.0
1647427002,2.0,0.018476,400,41,256.0,34.516992,11197.0,11357.0,11491.0,11620.0,12565.0,13593.0,14062.0,14123.0,14331.0,0.008238126592712851,0.3555148232357898,-0.9346706427718938,0.0,0.0,0.0
1647427021,2.0,0.01852656,400,41,384.0,33.992704,11216.0,11480.0,11883.0,12459.0,13061.0,13492.0,13707.0,13780.0,13935.0,0.008333626534910255,0.35422303211862327,-0.9351609719811284,0.0,0.0,0.0
1647427106,2.0,0.01848872,400,51,512.0,36.634624,14339.0,15028.0,15312.0,15444.0,15837.0,16061.0,16440.0,17009.0,17408.0,0.008760863118424955,0.34843572150005553,-0.9373326773257912,0.0,0.0,0.0
1647427108,2.0,0.01852883,400,51,1024.0,35.127296,14292.0,14835.0,15276.0,15440.0,15712.0,15953.0,16357.0,16522.0,16843.0,0.008770915743919418,0.34829938829992735,-0.9373833453341789,0.0,0.0,0.0
1647427111,2.0,0.018541540000000002,400,51,896.0,35.319808,14433.0,14951.0,15220.0,15364.0,15705.0,16046.0,16628.0,16732.0,17494.0,0.008785994682161114,0.34809487467896316,-0.9374593101688398,0.0,0.0,0.0
1647427112,2.0,0.01848907,400,51,128.0,35.930112,14482.0,14789.0,15197.0,15345.0,15715.0,16075.0,16434.0,16776.0,16933.0,0.008791020994908345,0.3480266998124336,-0.9374846218566287,0.0,0.0,0.0
1647427122,2.0,0.01852879,400,51,640.0,35.966976,14285.0,14609.0,14854.0,15051.0,15728.0,16168.0,16433.0,16658.0,16950.0,0.008841284122380662,0.34734484978604974,-0.937737466099711,0.0,0.0,0.0
1647427130,2.0,0.01847393,400,51,256.0,35.250176,14528.0,15011.0,15253.0,15427.0,16131.0,16494.0,16804.0,16925.0,17415.0,0.008881494624358516,0.34679923749125,-0.9379393844356295,0.0,0.0,0.0
1647427147,2.0,0.01867197,400,51,384.0,35.926016,14313.0,14603.0,15161.0,15610.0,16129.0,16421.0,16563.0,16753.0,17150.0,0.008966941941061457,0.34563942186499846,-0.9383674067511241,0.0,0.0,0.0
1647427188,2.0,0.0184802,500,1,1024.0,32.804864,142.0,152.0,156.0,160.0,170.0,180.0,195.0,206.0,228.0,0.00917302076369796,0.3428400495104705,-0.9393937941309055,0.0,0.0,0.0
1647427189,2.0,0.01847694,500,1,768.0,35.033088,145.0,153.0,157.0,159.0,167.0,175.0,186.0,193.0,196.0,0.00917804707644519,0.3427717339508905,-0.9394187236819904,0.0,0.0,0.0
1647427191,2.0,0.018541540000000002,500,1,896.0,35.233792,141.0,150.0,156.0,160.0,170.0,180.0,199.0,209.0,240.0,0.009188099701939654,0.3426350974211908,-0.9394685678697138,0.0,0.0,0.0
